Date,GEO,value,Age,Sex
2022-01-01,New Brunswick,,65 to 84 years,Males
2022-01-01,New Brunswick,,65 to 84 years,Females
2022-01-01,New Brunswick,,85 years and over,Both sexes
2022-01-01,New Brunswick,,85 years and over,Males
2022-01-01,New Brunswick,,85 years and over,Females
2022-01-08,New Brunswick,,all ages,Both sexes
2022-01-08,New Brunswick,,all ages,Males
2022-01-08,New Brunswick,,all ages,Females
2022-01-08,New Brunswick,,0 to 44 years,Both sexes
2022-01-08,New Brunswick,,0 to 44 years,Males
2022-01-08,New Brunswick,,0 to 44 years,Females
2022-01-08,New Brunswick,,45 to 64 years,Both sexes
2022-01-08,New Brunswick,,45 to 64 years,Males
2022-01-08,New Brunswick,,45 to 64 years,Females
2022-01-08,New Brunswick,,65 to 84 years,Both sexes
2022-01-08,New Brunswick,,65 to 84 years,Males
2022-01-08,New Brunswick,,65 to 84 years,Females
2022-01-08,New Brunswick,,85 years and over,Both sexes
2022-01-08,New Brunswick,,85 years and over,Males
2022-01-08,New Brunswick,,85 years and over,Females
2022-01-15,New Brunswick,,all ages,Both sexes
2022-01-15,New Brunswick,,all ages,Males
2022-01-15,New Brunswick,,all ages,Females
2022-01-15,New Brunswick,,0 to 44 years,Both sexes
2022-01-15,New Brunswick,,0 to 44 years,Males
2022-01-15,New Brunswick,,0 to 44 years,Females
2022-01-15,New Brunswick,,45 to 64 years,Both sexes
2022-01-15,New Brunswick,,45 to 64 years,Males
2022-01-15,New Brunswick,,45 to 64 years,Females
2022-01-15,New Brunswick,,65 to 84 years,Both sexes
2022-01-15,New Brunswick,,65 to 84 years,Males
2022-01-15,New Brunswick,,65 to 84 years,Females
2022-01-15,New Brunswick,,85 years and over,Both sexes
2022-01-15,New Brunswick,,85 years and over,Males
2022-01-15,New Brunswick,,85 years and over,Females
2022-01-22,New Brunswick,,all ages,Both sexes
2022-01-22,New Brunswick,,all ages,Males
2022-01-22,New Brunswick,,all ages,Females
2022-01-22,New Brunswick,,0 to 44 years,Both sexes
2022-01-22,New Brunswick,,0 to 44 years,Males
2022-01-22,New Brunswick,,0 to 44 years,Females
2022-01-22,New Brunswick,,45 to 64 years,Both sexes
2022-01-22,New Brunswick,,45 to 64 years,Males
2022-01-22,New Brunswick,,45 to 64 years,Females
2022-01-22,New Brunswick,,65 to 84 years,Both sexes
2022-01-22,New Brunswick,,65 to 84 years,Males
2022-01-22,New Brunswick,,65 to 84 years,Females
2022-01-22,New Brunswick,,85 years and over,Both sexes
2022-01-22,New Brunswick,,85 years and over,Males
2022-01-22,New Brunswick,,85 years and over,Females
2022-01-29,New Brunswick,,all ages,Both sexes
2022-01-29,New Brunswick,,all ages,Males
2022-01-29,New Brunswick,,all ages,Females
2022-01-29,New Brunswick,,0 to 44 years,Both sexes
2022-01-29,New Brunswick,,0 to 44 years,Males
2022-01-29,New Brunswick,,0 to 44 years,Females
2022-01-29,New Brunswick,,45 to 64 years,Both sexes
2022-01-29,New Brunswick,,45 to 64 years,Males
2022-01-29,New Brunswick,,45 to 64 years,Females
2022-01-29,New Brunswick,,65 to 84 years,Both sexes
2022-01-29,New Brunswick,,65 to 84 years,Males
2022-01-29,New Brunswick,,65 to 84 years,Females
2022-01-29,New Brunswick,,85 years and over,Both sexes
2022-01-29,New Brunswick,,85 years and over,Males
2022-01-29,New Brunswick,,85 years and over,Females
2022-02-05,New Brunswick,,all ages,Both sexes
2022-02-05,New Brunswick,,all ages,Males
2022-02-05,New Brunswick,,all ages,Females
2022-02-05,New Brunswick,,0 to 44 years,Both sexes
2022-02-05,New Brunswick,,0 to 44 years,Males
2022-02-05,New Brunswick,,0 to 44 years,Females
2022-02-05,New Brunswick,,45 to 64 years,Both sexes
2022-02-05,New Brunswick,,45 to 64 years,Males
2022-02-05,New Brunswick,,45 to 64 years,Females
2022-02-05,New Brunswick,,65 to 84 years,Both sexes
2022-02-05,New Brunswick,,65 to 84 years,Males
2022-02-05,New Brunswick,,65 to 84 years,Females
2022-02-05,New Brunswick,,85 years and over,Both sexes
2022-02-05,New Brunswick,,85 years and over,Males
2022-02-05,New Brunswick,,85 years and over,Females
