Date,GEO,value,Age,Sex,Characteristics
2018-02-10,Manitoba,75,85 years and over,Both sexes,Number of deaths
2018-02-10,Saskatchewan,200,all ages,Both sexes,Number of deaths
2018-02-10,Saskatchewan,5,0 to 44 years,Both sexes,Number of deaths
2018-02-10,Saskatchewan,25,45 to 64 years,Both sexes,Number of deaths
2018-02-10,Saskatchewan,95,65 to 84 years,Both sexes,Number of deaths
2018-02-10,Saskatchewan,70,85 years and over,Both sexes,Number of deaths
2018-02-10,Alberta,490,all ages,Both sexes,Number of deaths
2018-02-10,Alberta,40,0 to 44 years,Both sexes,Number of deaths
2018-02-10,Alberta,85,45 to 64 years,Both sexes,Number of deaths
2018-02-10,Alberta,185,65 to 84 years,Both sexes,Number of deaths
2018-02-10,Alberta,180,85 years and over,Both sexes,Number of deaths
2018-02-10,British Columbia,775,all ages,Both sexes,Number of deaths
2018-02-10,British Columbia,35,0 to 44 years,Both sexes,Number of deaths
2018-02-10,British Columbia,115,45 to 64 years,Both sexes,Number of deaths
2018-02-10,British Columbia,310,65 to 84 years,Both sexes,Number of deaths
2018-02-10,British Columbia,315,85 years and over,Both sexes,Number of deaths
2018-02-10,Yukon,,all ages,Both sexes,Number of deaths
2018-02-10,Yukon,,0 to 44 years,Both sexes,Number of deaths
2018-02-10,Yukon,,45 to 64 years,Both sexes,Number of deaths
2018-02-10,Yukon,,65 to 84 years,Both sexes,Number of deaths
2018-02-10,Yukon,,85 years and over,Both sexes,Number of deaths
2018-02-10,Northwest Territories,5,all ages,Both sexes,Number of deaths
2018-02-10,Northwest Territories,0,0 to 44 years,Both sexes,Number of deaths
2018-02-10,Northwest Territories,5,45 to 64 years,Both sexes,Number of deaths
2018-02-10,Northwest Territories,5,65 to 84 years,Both sexes,Number of deaths
2018-02-10,Northwest Territories,0,85 years and over,Both sexes,Number of deaths
2018-02-10,Nunavut,0,all ages,Both sexes,Number of deaths
2018-02-10,Nunavut,0,0 to 44 years,Both sexes,Number of deaths
2018-02-10,Nunavut,0,45 to 64 years,Both sexes,Number of deaths
2018-02-10,Nunavut,0,65 to 84 years,Both sexes,Number of deaths
2018-02-10,Nunavut,0,85 years and over,Both sexes,Number of deaths
2018-02-17,Canada,6010,all ages,Both sexes,Number of deaths
2018-02-17,Canada,240,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Canada,855,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Canada,2545,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Canada,2370,85 years and over,Both sexes,Number of deaths
2018-02-17,Newfoundland and Labrador,105,all ages,Both sexes,Number of deaths
2018-02-17,Newfoundland and Labrador,0,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Newfoundland and Labrador,45,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Newfoundland and Labrador,30,85 years and over,Both sexes,Number of deaths
2018-02-17,Prince Edward Island,25,all ages,Both sexes,Number of deaths
2018-02-17,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Prince Edward Island,10,85 years and over,Both sexes,Number of deaths
2018-02-17,Nova Scotia,225,all ages,Both sexes,Number of deaths
2018-02-17,Nova Scotia,5,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Nova Scotia,35,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Nova Scotia,100,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Nova Scotia,80,85 years and over,Both sexes,Number of deaths
2018-02-17,New Brunswick,165,all ages,Both sexes,Number of deaths
2018-02-17,New Brunswick,5,0 to 44 years,Both sexes,Number of deaths
2018-02-17,New Brunswick,25,45 to 64 years,Both sexes,Number of deaths
2018-02-17,New Brunswick,75,65 to 84 years,Both sexes,Number of deaths
2018-02-17,New Brunswick,55,85 years and over,Both sexes,Number of deaths
2018-02-17,Quebec,1525,all ages,Both sexes,Number of deaths
2018-02-17,Quebec,45,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Quebec,195,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Quebec,660,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Quebec,620,85 years and over,Both sexes,Number of deaths
2018-02-17,Ontario,2255,all ages,Both sexes,Number of deaths
2018-02-17,Ontario,75,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Ontario,315,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Ontario,930,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Ontario,940,85 years and over,Both sexes,Number of deaths
2018-02-17,Manitoba,255,all ages,Both sexes,Number of deaths
2018-02-17,Manitoba,15,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Manitoba,30,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Manitoba,100,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Manitoba,100,85 years and over,Both sexes,Number of deaths
2018-02-17,Saskatchewan,200,all ages,Both sexes,Number of deaths
2018-02-17,Saskatchewan,10,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Saskatchewan,35,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Saskatchewan,85,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Saskatchewan,65,85 years and over,Both sexes,Number of deaths
2018-02-17,Alberta,500,all ages,Both sexes,Number of deaths
2018-02-17,Alberta,40,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Alberta,80,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Alberta,205,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Alberta,175,85 years and over,Both sexes,Number of deaths
2018-02-17,British Columbia,755,all ages,Both sexes,Number of deaths
2018-02-17,British Columbia,40,0 to 44 years,Both sexes,Number of deaths
2018-02-17,British Columbia,115,45 to 64 years,Both sexes,Number of deaths
2018-02-17,British Columbia,320,65 to 84 years,Both sexes,Number of deaths
2018-02-17,British Columbia,285,85 years and over,Both sexes,Number of deaths
2018-02-17,Yukon,,all ages,Both sexes,Number of deaths
2018-02-17,Yukon,,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Yukon,,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Yukon,,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Yukon,,85 years and over,Both sexes,Number of deaths
2018-02-17,Northwest Territories,0,all ages,Both sexes,Number of deaths
2018-02-17,Northwest Territories,0,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Northwest Territories,0,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Northwest Territories,0,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Northwest Territories,5,85 years and over,Both sexes,Number of deaths
2018-02-17,Nunavut,5,all ages,Both sexes,Number of deaths
2018-02-17,Nunavut,0,0 to 44 years,Both sexes,Number of deaths
2018-02-17,Nunavut,0,45 to 64 years,Both sexes,Number of deaths
2018-02-17,Nunavut,0,65 to 84 years,Both sexes,Number of deaths
2018-02-17,Nunavut,0,85 years and over,Both sexes,Number of deaths
2018-02-24,Canada,6040,all ages,Both sexes,Number of deaths
2018-02-24,Canada,270,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Canada,850,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Canada,2560,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Canada,2360,85 years and over,Both sexes,Number of deaths
2018-02-24,Newfoundland and Labrador,110,all ages,Both sexes,Number of deaths
2018-02-24,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Newfoundland and Labrador,50,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Newfoundland and Labrador,35,85 years and over,Both sexes,Number of deaths
2018-02-24,Prince Edward Island,30,all ages,Both sexes,Number of deaths
2018-02-24,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Prince Edward Island,0,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Prince Edward Island,15,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Prince Edward Island,10,85 years and over,Both sexes,Number of deaths
2018-02-24,Nova Scotia,170,all ages,Both sexes,Number of deaths
2018-02-24,Nova Scotia,5,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Nova Scotia,75,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Nova Scotia,60,85 years and over,Both sexes,Number of deaths
2018-02-24,New Brunswick,160,all ages,Both sexes,Number of deaths
2018-02-24,New Brunswick,10,0 to 44 years,Both sexes,Number of deaths
2018-02-24,New Brunswick,20,45 to 64 years,Both sexes,Number of deaths
2018-02-24,New Brunswick,70,65 to 84 years,Both sexes,Number of deaths
2018-02-24,New Brunswick,55,85 years and over,Both sexes,Number of deaths
2018-02-24,Quebec,1520,all ages,Both sexes,Number of deaths
2018-02-24,Quebec,45,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Quebec,195,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Quebec,660,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Quebec,615,85 years and over,Both sexes,Number of deaths
2018-02-24,Ontario,2265,all ages,Both sexes,Number of deaths
2018-02-24,Ontario,95,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Ontario,300,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Ontario,955,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Ontario,920,85 years and over,Both sexes,Number of deaths
2018-02-24,Manitoba,245,all ages,Both sexes,Number of deaths
2018-02-24,Manitoba,20,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Manitoba,25,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Manitoba,105,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Manitoba,95,85 years and over,Both sexes,Number of deaths
2018-02-24,Saskatchewan,195,all ages,Both sexes,Number of deaths
2018-02-24,Saskatchewan,15,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Saskatchewan,40,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Saskatchewan,80,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Saskatchewan,65,85 years and over,Both sexes,Number of deaths
2018-02-24,Alberta,560,all ages,Both sexes,Number of deaths
2018-02-24,Alberta,45,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Alberta,95,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Alberta,225,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Alberta,195,85 years and over,Both sexes,Number of deaths
2018-02-24,British Columbia,785,all ages,Both sexes,Number of deaths
2018-02-24,British Columbia,30,0 to 44 years,Both sexes,Number of deaths
2018-02-24,British Columbia,115,45 to 64 years,Both sexes,Number of deaths
2018-02-24,British Columbia,315,65 to 84 years,Both sexes,Number of deaths
2018-02-24,British Columbia,315,85 years and over,Both sexes,Number of deaths
2018-02-24,Yukon,,all ages,Both sexes,Number of deaths
2018-02-24,Yukon,,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Yukon,,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Yukon,,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Yukon,,85 years and over,Both sexes,Number of deaths
2018-02-24,Northwest Territories,0,all ages,Both sexes,Number of deaths
2018-02-24,Northwest Territories,0,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Northwest Territories,0,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Northwest Territories,0,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Northwest Territories,0,85 years and over,Both sexes,Number of deaths
2018-02-24,Nunavut,5,all ages,Both sexes,Number of deaths
2018-02-24,Nunavut,0,0 to 44 years,Both sexes,Number of deaths
2018-02-24,Nunavut,0,45 to 64 years,Both sexes,Number of deaths
2018-02-24,Nunavut,0,65 to 84 years,Both sexes,Number of deaths
2018-02-24,Nunavut,0,85 years and over,Both sexes,Number of deaths
2018-03-03,Canada,5795,all ages,Both sexes,Number of deaths
2018-03-03,Canada,270,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Canada,810,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Canada,2495,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Canada,2220,85 years and over,Both sexes,Number of deaths
2018-03-03,Newfoundland and Labrador,95,all ages,Both sexes,Number of deaths
2018-03-03,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Newfoundland and Labrador,15,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Newfoundland and Labrador,40,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Newfoundland and Labrador,35,85 years and over,Both sexes,Number of deaths
2018-03-03,Prince Edward Island,40,all ages,Both sexes,Number of deaths
2018-03-03,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Prince Edward Island,20,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Prince Edward Island,15,85 years and over,Both sexes,Number of deaths
2018-03-03,Nova Scotia,190,all ages,Both sexes,Number of deaths
2018-03-03,Nova Scotia,10,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Nova Scotia,85,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Nova Scotia,75,85 years and over,Both sexes,Number of deaths
2018-03-03,New Brunswick,145,all ages,Both sexes,Number of deaths
2018-03-03,New Brunswick,5,0 to 44 years,Both sexes,Number of deaths
2018-03-03,New Brunswick,20,45 to 64 years,Both sexes,Number of deaths
2018-03-03,New Brunswick,65,65 to 84 years,Both sexes,Number of deaths
2018-03-03,New Brunswick,55,85 years and over,Both sexes,Number of deaths
2018-03-03,Quebec,1460,all ages,Both sexes,Number of deaths
2018-03-03,Quebec,45,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Quebec,185,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Quebec,645,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Quebec,585,85 years and over,Both sexes,Number of deaths
2018-03-03,Ontario,2200,all ages,Both sexes,Number of deaths
2018-03-03,Ontario,105,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Ontario,300,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Ontario,970,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Ontario,835,85 years and over,Both sexes,Number of deaths
2018-03-03,Manitoba,240,all ages,Both sexes,Number of deaths
2018-03-03,Manitoba,15,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Manitoba,40,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Manitoba,95,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Manitoba,85,85 years and over,Both sexes,Number of deaths
2018-03-03,Saskatchewan,185,all ages,Both sexes,Number of deaths
2018-03-03,Saskatchewan,5,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Saskatchewan,25,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Saskatchewan,70,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Saskatchewan,80,85 years and over,Both sexes,Number of deaths
2018-03-03,Alberta,470,all ages,Both sexes,Number of deaths
2018-03-03,Alberta,30,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Alberta,80,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Alberta,185,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Alberta,170,85 years and over,Both sexes,Number of deaths
2018-03-03,British Columbia,755,all ages,Both sexes,Number of deaths
2018-03-03,British Columbia,50,0 to 44 years,Both sexes,Number of deaths
2018-03-03,British Columbia,110,45 to 64 years,Both sexes,Number of deaths
2018-03-03,British Columbia,315,65 to 84 years,Both sexes,Number of deaths
2018-03-03,British Columbia,290,85 years and over,Both sexes,Number of deaths
2018-03-03,Yukon,,all ages,Both sexes,Number of deaths
2018-03-03,Yukon,,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Yukon,,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Yukon,,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Yukon,,85 years and over,Both sexes,Number of deaths
2018-03-03,Northwest Territories,5,all ages,Both sexes,Number of deaths
2018-03-03,Northwest Territories,0,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Northwest Territories,0,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Northwest Territories,5,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Northwest Territories,0,85 years and over,Both sexes,Number of deaths
2018-03-03,Nunavut,5,all ages,Both sexes,Number of deaths
2018-03-03,Nunavut,0,0 to 44 years,Both sexes,Number of deaths
2018-03-03,Nunavut,0,45 to 64 years,Both sexes,Number of deaths
2018-03-03,Nunavut,5,65 to 84 years,Both sexes,Number of deaths
2018-03-03,Nunavut,0,85 years and over,Both sexes,Number of deaths
2018-03-10,Canada,5920,all ages,Both sexes,Number of deaths
2018-03-10,Canada,275,0 to 44 years,Both sexes,Number of deaths
2018-03-10,Canada,815,45 to 64 years,Both sexes,Number of deaths
2018-03-10,Canada,2515,65 to 84 years,Both sexes,Number of deaths
2018-03-10,Canada,2315,85 years and over,Both sexes,Number of deaths
2018-03-10,Newfoundland and Labrador,120,all ages,Both sexes,Number of deaths
2018-03-10,Newfoundland and Labrador,5,0 to 44 years,Both sexes,Number of deaths
2018-03-10,Newfoundland and Labrador,20,45 to 64 years,Both sexes,Number of deaths
2018-03-10,Newfoundland and Labrador,60,65 to 84 years,Both sexes,Number of deaths
2018-03-10,Newfoundland and Labrador,40,85 years and over,Both sexes,Number of deaths
2018-03-10,Prince Edward Island,20,all ages,Both sexes,Number of deaths
2018-03-10,Prince Edward Island,0,0 to 44 years,Both sexes,Number of deaths
2018-03-10,Prince Edward Island,5,45 to 64 years,Both sexes,Number of deaths
2018-03-10,Prince Edward Island,10,65 to 84 years,Both sexes,Number of deaths
2018-03-10,Prince Edward Island,10,85 years and over,Both sexes,Number of deaths
2018-03-10,Nova Scotia,215,all ages,Both sexes,Number of deaths
2018-03-10,Nova Scotia,10,0 to 44 years,Both sexes,Number of deaths
2018-03-10,Nova Scotia,25,45 to 64 years,Both sexes,Number of deaths
2018-03-10,Nova Scotia,105,65 to 84 years,Both sexes,Number of deaths
2018-03-10,Nova Scotia,80,85 years and over,Both sexes,Number of deaths
2018-03-10,New Brunswick,140,all ages,Both sexes,Number of deaths
